Index,CTE,p_error,d_error,i_error,steering_output
1487,-0.197,-0.0394,-0.1292,0.0484816,-0.120118
1488,-0.2335,-0.0467,-0.073,0.0482481,-0.0714519
1489,-0.2757,-0.05514,-0.0844,0.0479724,-0.0915676
1490,-0.2954,-0.05908,-0.0394,0.047677,-0.050803
1491,-0.3115,-0.0623,-0.0322,0.0473655,-0.0471345
1492,-0.3118,-0.06236,-0.0006,0.0470537,-0.0159063
1493,-0.3036,-0.06072,0.0164,0.0467501,0.0024301
1494,-0.2802,-0.05604,0.0468,0.0464699,0.0372299
1495,-0.2453,-0.04906,0.0698,0.0462246,0.0669646
1496,-0.2172,-0.04344,0.0562,0.0460074,0.0587674
1497,-0.165,-0.033,0.1044,0.0458424,0.117242
1498,0.0474,0.00948,0.4248,0.0458898,0.48017
1499,0.1772,0.03544,0.2596,0.046067,0.341107
1500,0.3499,0.06998,0.3454,0.0464169,0.461797
1501,0.4873,0.09746,0.2748,0.0469042,0.419164
1502,0.5542,0.11084,0.1338,0.0474584,0.292098
1503,0.6105,0.1221,0.1126,0.0480689,0.282769
1504,0.6157,0.12314,0.0104,0.0486846,0.182225
1505,0.5914,0.11828,-0.0486,0.049276,0.118956
1506,0.5168,0.10336,-0.1492,0.0497928,0.0039528
1507,0.4442,0.08884,-0.1452,0.050237,-0.006123
1508,0.3106,0.06212,-0.2672,0.0505476,-0.154532
1509,0.2081,0.04162,-0.205,0.0507557,-0.112624
1510,0.0463,0.00926,-0.3236,0.050802,-0.263538
1511,-0.1189,-0.02378,-0.3304,0.0506831,-0.303497
1512,-0.2248,-0.04496,-0.2118,0.0504583,-0.206302
1513,-0.3653,-0.07306,-0.281,0.050093,-0.303967
1514,-0.4455,-0.0891,-0.1604,0.0496475,-0.199852
1515,-0.5386,-0.10772,-0.1862,0.0491089,-0.244811
1516,-0.5978,-0.11956,-0.1184,0.0485111,-0.189449
1517,-0.6171,-0.12342,-0.0386,0.047894,-0.114126
1518,-0.6149,-0.12298,0.0044,0.0472791,-0.0713009
1519,-0.594,-0.1188,0.0418,0.0466851,-0.0303149
1520,-0.5358,-0.10716,0.1164,0.0461493,0.0553893
1521,-0.3736,-0.07472,0.3244,0.0457757,0.295456
1522,-0.2181,-0.04362,0.311,0.0455576,0.312938
1523,0.0141,0.00282,0.4644,0.0455717,0.512792
1524,0.2323,0.04646,0.4364,0.045804,0.528664
1525,0.3614,0.07228,0.2582,0.0461654,0.376645
1526,0.5164,0.10328,0.31,0.0466818,0.459962
1527,0.5928,0.11856,0.1528,0.0472746,0.318635
1528,0.661,0.1322,0.1364,0.0479356,0.316536
1529,0.6737,0.13474,0.0254,0.0486093,0.208749
1530,0.6368,0.12736,-0.0738,0.0492461,0.102806
1531,0.6448,0.12896,0.016,0.0498909,0.194851
1532,0.6945,0.1389,0.0994,0.0505854,0.288885
1533,0.7047,0.14094,0.0204,0.0512901,0.21263
1534,0.6851,0.13702,-0.0392,0.0519752,0.149795
1535,0.6168,0.12336,-0.1366,0.052592,0.039352
1536,0.5478,0.10956,-0.138,0.0531398,0.0246998
1537,0.4172,0.08344,-0.2612,0.053557,-0.124203
1538,0.2599,0.05198,-0.3146,0.0538169,-0.208803
1539,0.0884,0.01768,-0.343,0.0539053,-0.271415
1540,-0.0263,-0.00526,-0.2294,0.053879,-0.180781
1541,-0.1877,-0.03754,-0.3228,0.0536913,-0.306649
1542,-0.3331,-0.06662,-0.2908,0.0533582,-0.304062
1543,-0.4164,-0.08328,-0.1666,0.0529418,-0.196938
1544,-0.4409,-0.08818,-0.049,0.0525009,-0.0846791
1545,-0.293,-0.0586,0.2958,0.0522079,0.289408
1546,-0.116,-0.0232,0.354,0.0520919,0.382892
1547,0.0077,0.00154,0.2474,0.0520996,0.30104
1548,0.1834,0.03668,0.3514,0.052283,0.440363
1549,0.3864,0.07728,0.406,0.0526694,0.535949
1550,0.467,0.0934,0.1612,0.0531364,0.307736
1551,0.5598,0.11196,0.1856,0.0536962,0.351256
1552,0.5898,0.11796,0.06,0.054286,0.232246
1553,0.6589,0.13178,0.1382,0.0549449,0.324925
1554,0.7107,0.14214,0.1036,0.0556556,0.301396
1555,0.7164,0.14328,0.0114,0.056372,0.211052
1556,0.6795,0.1359,-0.0738,0.0570515,0.119151
1557,0.5919,0.11838,-0.1752,0.0576434,0.0008234
1558,0.461,0.0922,-0.2618,0.0581044,-0.111496
1559,0.3552,0.07104,-0.2116,0.0584596,-0.0821004
1560,0.1817,0.03634,-0.347,0.0586413,-0.252019
1561,-0.0033,-0.00066,-0.37,0.058638,-0.312022
1562,-0.1858,-0.03716,-0.365,0.0584522,-0.343708
1563,-0.2979,-0.05958,-0.2242,0.0581543,-0.225626
1564,-0.4425,-0.0885,-0.2892,0.0577118,-0.319988
1565,-0.5573,-0.11146,-0.2296,0.0571545,-0.283905
1566,-0.6326,-0.12652,-0.1506,0.0565219,-0.220598
1567,-0.5807,-0.11614,0.1038,0.0559412,0.0436012
1568,-0.299,-0.0598,0.5634,0.0556422,0.559242
1569,0.0146,0.00292,0.6272,0.0556568,0.685777
1570,0.2274,0.04548,0.4256,0.0558842,0.526964
1571,0.5356,0.10712,0.6164,0.0564198,0.77994
1572,0.8153,0.16306,0.5594,0.0572351,0.779695
1573,0.9772,0.19544,0.3238,0.0582123,0.577452
1574,1.1698,0.23396,0.3852,0.0593821,0.678542
1575,1.2936,0.25872,0.2476,0.0606757,0.566996
1576,1.3374,0.26748,0.0876,0.0620131,0.417093
1577,1.3004,0.26008,-0.074,0.0633135,0.249394
1578,1.2755,0.2551,-0.0498,0.064589,0.269889
1579,1.2323,0.24646,-0.0864,0.0658213,0.225881
1580,1.1244,0.22488,-0.2158,0.0669457,0.0760257
1581,1.0187,0.20374,-0.2114,0.0679644,0.0603044
1582,0.8209,0.16418,-0.3956,0.0687853,-0.162635
1583,0.5838,0.11676,-0.4742,0.0693691,-0.288071
1584,0.4124,0.08248,-0.3428,0.0697815,-0.190538
1585,0.1535,0.0307,-0.5178,0.069935,-0.417165
1586,-0.0172,-0.00344,-0.3414,0.0699178,-0.274922
1587,-0.1227,-0.02454,-0.211,0.0697951,-0.165745
1588,-0.0883,-0.01766,0.0688,0.0697068,0.120847
1589,-0.051,-0.0102,0.0746,0.0696558,0.134056
1590,0.0104,0.00208,0.1228,0.0696662,0.194546
1591,0.0509,0.01018,0.081,0.0697171,0.160897
1592,0.1048,0.02096,0.1078,0.0698219,0.198582
1593,0.1477,0.02954,0.0858,0.0699696,0.18531
1594,0.1756,0.03512,0.0558,0.0701452,0.161065
1595,0.1839,0.03678,0.0166,0.0703291,0.123709
1596,0.1808,0.03616,-0.0062,0.0705099,0.10047
1597,0.1593,0.03186,-0.043,0.0706692,0.0595292
1598,0.1354,0.02708,-0.0478,0.0708046,0.0500846
1599,0.0873,0.01746,-0.0962,0.0708919,-0.0078481
1600,0.026,0.0052,-0.1226,0.0709179,-0.0464821
1601,-0.0444,-0.00888,-0.1408,0.0708735,-0.0788065
1602,-0.0709,-0.01418,-0.053,0.0708026,0.0036226
1603,0.0528,0.01056,0.2474,0.0708554,0.328815
1604,0.1577,0.03154,0.2098,0.0710131,0.312353
1605,0.2973,0.05946,0.2792,0.0713104,0.40997
1606,0.4063,0.08126,0.218,0.0717167,0.370977
1607,0.4572,0.09144,0.1018,0.0721739,0.265414
1608,0.4959,0.09918,0.0774,0.0726698,0.24925
1609,0.4914,0.09828,-0.009,0.0731612,0.162441
1610,0.4653,0.09306,-0.0522,0.0736265,0.114487
1611,0.2916,0.05832,-0.3474,0.0739181,-0.215162
1612,0.2056,0.04112,-0.172,0.0741237,-0.0567563
1613,0.0697,0.01394,-0.2718,0.0741934,-0.183667
1614,-0.0705,-0.0141,-0.2804,0.0741229,-0.220377
1615,-0.1353,-0.02706,-0.1296,0.0739876,-0.0826724
1616,-0.1554,-0.03108,-0.0402,0.0738322,0.0025522
1617,-0.1773,-0.03546,-0.0438,0.0736549,-0.0056051
1618,-0.193,-0.0386,-0.0314,0.0734619,0.0034619
1619,-0.2036,-0.04072,-0.0212,0.0732583,0.0113383
1620,-0.2094,-0.04188,-0.0116,0.0730489,0.0195689
1621,-0.2109,-0.04218,-0.003,0.072838,0.027658
1622,-0.21,-0.042,0.0018,0.072628,0.032428
1623,-0.1534,-0.03068,0.1132,0.0724746,0.154995
1624,0.0066,0.00132,0.32,0.0724812,0.393801
1625,0.1609,0.03218,0.3086,0.0726421,0.413422
1626,0.2917,0.05834,0.2616,0.0729338,0.392874
1627,0.3583,0.07166,0.1332,0.0732921,0.278152
1628,0.4224,0.08448,0.1282,0.0737145,0.286395
1629,0.4448,0.08896,0.0448,0.0741593,0.207919
1630,0.425,0.085,-0.0396,0.0745843,0.119984
1631,0.389,0.0778,-0.072,0.0749733,0.0807733
1632,0.3063,0.06126,-0.1654,0.0752796,-0.0288604
1633,0.1939,0.03878,-0.2248,0.0754735,-0.110546
1634,0.0608,0.01216,-0.2662,0.0755343,-0.178506
1635,-0.0338,-0.00676,-0.1892,0.0755005,-0.120459
1636,-0.1748,-0.03496,-0.282,0.0753257,-0.241634
1637,-0.3112,-0.06224,-0.2728,0.0750145,-0.260025
1638,-0.4337,-0.08674,-0.245,0.0745808,-0.257159
1639,-0.5027,-0.10054,-0.138,0.0740781,-0.164462
1640,-0.5763,-0.11526,-0.1472,0.0735018,-0.188958
1641,-0.5534,-0.11068,0.0458,0.0729484,0.0080684
1642,-0.4659,-0.09318,0.175,0.0724825,0.154303
1643,-0.3947,-0.07894,0.1424,0.0720878,0.135548
1644,-0.2824,-0.05648,0.2246,0.0718054,0.239925
1645,-0.1689,-0.03378,0.227,0.0716365,0.264857
1646,-0.0635,-0.0127,0.2108,0.071573,0.269673
1647,-0.0027,-0.00054,0.1216,0.0715703,0.19263
1648,0.0697,0.01394,0.1448,0.07164,0.23038
1649,0.1191,0.02382,0.0988,0.0717591,0.194379
1650,0.1428,0.02856,0.0474,0.0719019,0.147862
1651,0.1388,0.02776,-0.008,0.0720407,0.0918007
1652,0.1085,0.0217,-0.0606,0.0721492,0.0332492
1653,0.1131,0.02262,0.0092,0.0722623,0.104082
1654,0.0979,0.01958,-0.0304,0.0723602,0.0615402
1655,0.112,0.0224,0.0282,0.0724722,0.123072
1656,0.1082,0.02164,-0.0076,0.0725804,0.0866204
1657,0.0955,0.0191,-0.0254,0.0726759,0.0663759
1658,0.0614,0.01228,-0.0682,0.0727373,0.0168173
1659,0.0113,0.00226,-0.1002,0.0727486,-0.0251914
1660,-0.0513,-0.01026,-0.1252,0.0726973,-0.0627627
1661,-0.0976,-0.01952,-0.0926,0.0725997,-0.0395203
1662,-0.1691,-0.03382,-0.143,0.0724306,-0.104389
1663,-0.2173,-0.04346,-0.0964,0.0722133,-0.0676467
1664,-0.2858,-0.05716,-0.137,0.0719275,-0.122232
1665,-0.348,-0.0696,-0.1244,0.0715795,-0.12242
1666,-0.3841,-0.07682,-0.0722,0.0711954,-0.0778246
1667,-0.4267,-0.08534,-0.0852,0.0707687,-0.0997713
1668,-0.4556,-0.09112,-0.0578,0.0703131,-0.0786069
1669,-0.4693,-0.09386,-0.0274,0.0698438,-0.0514162
1670,-0.467,-0.0934,0.0046,0.0693768,-0.0194232
1671,-0.457,-0.0914,0.02,0.0689198,-0.0024802
1672,-0.4311,-0.08622,0.0518,0.0684887,0.0340687
1673,-0.3865,-0.0773,0.0892,0.0681022,0.0800022
1674,-0.2929,-0.05858,0.1872,0.0678093,0.196429
1675,-0.2082,-0.04164,0.1694,0.0676011,0.195361
1676,-0.0821,-0.01642,0.2522,0.067519,0.303299
1677,0.0315,0.0063,0.2272,0.0675505,0.301051
1678,0.0954,0.01908,0.1278,0.0676459,0.214526
1679,0.1668,0.03336,0.1428,0.0678127,0.243973
1680,0.209,0.0418,0.0844,0.0680217,0.194222
1681,0.22,0.044,0.022,0.0682417,0.134242
1682,0.2107,0.04214,-0.0186,0.0684524,0.0919924
1683,0.1726,0.03452,-0.0762,0.068625,0.026945
1684,0.133,0.0266,-0.0792,0.068758,0.016158
1685,0.0572,0.01144,-0.1516,0.0688152,-0.0713448
1686,-0.0347,-0.00694,-0.1838,0.0687805,-0.121959
1687,-0.1013,-0.02026,-0.1332,0.0686792,-0.0847808
1688,-0.2015,-0.0403,-0.2004,0.0684777,-0.172222
1689,-0.2993,-0.05986,-0.1956,0.0681784,-0.187282
1690,-0.3598,-0.07196,-0.121,0.0678186,-0.125141
1691,-0.4369,-0.08738,-0.1542,0.0673817,-0.174198
1692,-0.4972,-0.09944,-0.1206,0.0668845,-0.153155
1693,-0.5262,-0.10524,-0.058,0.0663583,-0.0968817
1694,-0.5507,-0.11014,-0.049,0.0658076,-0.0933324
1695,-0.5534,-0.11068,-0.0054,0.0652542,-0.0508258
1696,-0.5433,-0.10866,0.0202,0.0647109,-0.0237491
1697,-0.5121,-0.10242,0.0624,0.0641988,0.0241788
1698,-0.4638,-0.09276,0.0966,0.063735,0.067575
1699,-0.424,-0.0848,0.0796,0.063311,0.058111
1700,-0.3578,-0.07156,0.1324,0.0629532,0.123793
1701,-0.286,-0.0572,0.1436,0.0626672,0.149067
1702,-0.2143,-0.04286,0.1434,0.0624529,0.162993
1703,-0.1758,-0.03516,0.077,0.0622771,0.104117
1704,0.6934,0.13868,1.7384,0.0629705,1.94005
1705,0.3942,0.07884,-0.5984,0.0633647,-0.456195
1706,0.3103,0.06206,-0.1678,0.063675,-0.042065
1707,0.3861,0.07722,0.1516,0.0640611,0.292881
1708,0.5573,0.11146,0.3424,0.0646184,0.518478
1709,0.6715,0.1343,0.2284,0.0652899,0.42799
1710,0.8154,0.16308,0.2878,0.0661053,0.516985
1711,0.8883,0.17766,0.1458,0.0669936,0.390454
1712,0.9539,0.19078,0.1312,0.0679475,0.389927
1713,0.9646,0.19292,0.0214,0.0689121,0.283232
1714,0.9185,0.1837,-0.0922,0.0698306,0.161331
1715,0.8571,0.17142,-0.1228,0.0706877,0.119308
1716,0.7267,0.14534,-0.2608,0.0714144,-0.0440456
1717,0.5561,0.11122,-0.3412,0.0719705,-0.158009
1718,0.3578,0.07156,-0.3966,0.0723283,-0.252712
1719,0.1475,0.0295,-0.4206,0.0724758,-0.318624
1720,0.0082,0.00164,-0.2786,0.072484,-0.204476
1721,-0.1873,-0.03746,-0.391,0.0722967,-0.356163
1722,-0.3642,-0.07284,-0.3538,0.0719325,-0.354708
1723,-0.4667,-0.09334,-0.205,0.0714658,-0.226874
1724,-0.5882,-0.11764,-0.243,0.0708776,-0.289762
1725,-0.6722,-0.13444,-0.168,0.0702054,-0.232235
1726,-0.7153,-0.14306,-0.0862,0.0694901,-0.15977
1727,-0.7202,-0.14404,-0.0098,0.0687699,-0.0850701
1728,-0.6949,-0.13898,0.0506,0.068075,-0.020305
1729,-0.635,-0.127,0.1198,0.06744,0.06024
1730,-0.547,-0.1094,0.176,0.066893,0.133493
1731,-0.4769,-0.09538,0.1402,0.0664161,0.111236
1732,-0.3637,-0.07274,0.2264,0.0660524,0.219712
1733,-0.2452,-0.04904,0.237,0.0658072,0.253767
1734,-0.1309,-0.02618,0.2286,0.0656763,0.268096
1735,-0.0622,-0.01244,0.1374,0.0656141,0.190574
1736,0.0238,0.00476,0.172,0.0656379,0.242398
1737,0.1057,0.02114,0.1638,0.0657436,0.250684
1738,0.1379,0.02758,0.0644,0.0658815,0.157861
1739,0.1427,0.02854,0.0096,0.0660242,0.104164
1740,0.1267,0.02534,-0.032,0.0661509,0.0594909
1741,0.1022,0.02044,-0.049,0.0662531,0.0376931
1742,0.0485,0.0097,-0.1074,0.0663016,-0.0313984
1743,-0.0226,-0.00452,-0.1422,0.066279,-0.080441
1744,-0.0769,-0.01538,-0.1086,0.0662021,-0.0577779
1745,-0.1619,-0.03238,-0.17,0.0660402,-0.13634
1746,-0.2486,-0.04972,-0.1734,0.0657916,-0.157328
1747,-0.3305,-0.0661,-0.1638,0.0654611,-0.164439
1748,-0.4005,-0.0801,-0.14,0.0650606,-0.155039
1749,-0.4541,-0.09082,-0.1072,0.0646065,-0.133413
1750,-0.488,-0.0976,-0.0678,0.0641185,-0.101281
1751,-0.5009,-0.10018,-0.0258,0.0636176,-0.0623624
1752,-0.4978,-0.09956,0.0062,0.0631198,-0.0302402
1753,-0.4774,-0.09548,0.0408,0.0626424,0.0079624
1754,-0.4401,-0.08802,0.0746,0.0622023,0.0487823
1755,-0.3893,-0.07786,0.1016,0.061813,0.085553
1756,-0.35,-0.07,0.0786,0.061463,0.070063
1757,-0.2874,-0.05748,0.1252,0.0611756,0.128896
1758,-0.2227,-0.04454,0.1294,0.0609529,0.145813
1759,-0.1606,-0.03212,0.1242,0.0607923,0.152872
1760,-0.1233,-0.02466,0.0746,0.060669,0.110609
1761,-0.0765,-0.0153,0.0936,0.0605925,0.138893
1762,-0.0412,-0.00824,0.0706,0.0605513,0.122911
1763,-0.0193,-0.00386,0.0438,0.060532,0.100472
1764,-0.0126,-0.00252,0.0134,0.0605194,0.0713994
1765,-0.0164,-0.00328,-0.0076,0.060503,0.049623
1766,-0.0334,-0.00668,-0.034,0.0604696,0.0197896
1767,-0.0624,-0.01248,-0.058,0.0604072,-0.0100728
1768,-0.1009,-0.02018,-0.077,0.0603063,-0.0368737
1769,-0.1458,-0.02916,-0.0898,0.0601605,-0.0587995
1770,-0.1773,-0.03546,-0.063,0.0599832,-0.0384768
1771,-0.2239,-0.04478,-0.0932,0.0597593,-0.0782207
1772,-0.2684,-0.05368,-0.089,0.0594909,-0.0831891
1773,-0.3074,-0.06148,-0.078,0.0591835,-0.0802965
1774,-0.3378,-0.06756,-0.0608,0.0588457,-0.0695143
1775,-0.3523,-0.07046,-0.029,0.0584934,-0.0409666
1776,-0.3648,-0.07296,-0.025,0.0581286,-0.0398314
1777,-0.3664,-0.07328,-0.0032,0.0577622,-0.0187178
1778,-0.3574,-0.07148,0.018,0.0574048,0.0039248
1779,-0.3457,-0.06914,0.0234,0.0570591,0.0113191
1780,-0.3214,-0.06428,0.0486,0.0567377,0.0410577
1781,-0.29,-0.058,0.0628,0.0564477,0.0612477
1782,-0.2664,-0.05328,0.0472,0.0561813,0.0501013
1783,-0.2294,-0.04588,0.074,0.0559519,0.0840719
1784,-0.1917,-0.03834,0.0754,0.0557602,0.0928202
1785,-0.1675,-0.0335,0.0484,0.0555927,0.0704927
1786,-0.138,-0.0276,0.059,0.0554547,0.0868547
1787,-0.1928,-0.03856,-0.1096,0.0552619,-0.0928981
1788,-0.4048,-0.08096,-0.424,0.0548571,-0.450103
1789,0.6146,0.12292,2.0388,0.0554717,2.21719
1790,0.2209,0.04418,-0.7874,0.0556926,-0.687527
1791,0.0627,0.01254,-0.3164,0.0557553,-0.248105
1792,0.1196,0.02392,0.1138,0.0558749,0.193595
1793,0.2283,0.04566,0.2174,0.0561032,0.319163
1794,0.3447,0.06894,0.2328,0.0564479,0.358188
1795,0.4476,0.08952,0.2058,0.0568955,0.352216
1796,0.5245,0.1049,0.1538,0.05742,0.31612
1797,0.5675,0.1135,0.086,0.0579875,0.257488
1798,0.5754,0.11508,0.0158,0.0585629,0.189443
1799,0.5568,0.11136,-0.0372,0.0591197,0.13328
1800,0.5251,0.10502,-0.0634,0.0596448,0.101265
1801,0.4519,0.09038,-0.1464,0.0600967,0.0040767
1802,0.3509,0.07018,-0.202,0.0604476,-0.0713724
1803,0.229,0.0458,-0.2438,0.0606766,-0.137323
1804,0.0956,0.01912,-0.2668,0.0607722,-0.186908
1805,-0.0395,-0.0079,-0.2702,0.0607327,-0.217367
1806,-0.1258,-0.02516,-0.1726,0.0606069,-0.137153
1807,-0.2432,-0.04864,-0.2348,0.0603637,-0.223076
1808,-0.3183,-0.06366,-0.1502,0.0600454,-0.153815
1809,-0.42,-0.084,-0.2034,0.0596254,-0.227775
1810,-0.4891,-0.09782,-0.1382,0.0591363,-0.176884
1811,-0.5283,-0.10566,-0.0784,0.058608,-0.125452
1812,-0.5362,-0.10724,-0.0158,0.0580718,-0.0649682
1813,-0.5249,-0.10498,0.0226,0.0575469,-0.0248331
1814,-0.4873,-0.09746,0.0752,0.0570596,0.0347996
1815,-0.4282,-0.08564,0.1182,0.0566314,0.0891914
1816,-0.3783,-0.07566,0.0998,0.0562531,0.0803931
1817,-0.235,-0.047,0.2866,0.0560181,0.295618
1818,-0.0475,-0.0095,0.375,0.0559706,0.421471
1819,0.0737,0.01474,0.2424,0.0560443,0.313184
1820,0.2332,0.04664,0.319,0.0562775,0.421918
1821,0.3224,0.06448,0.1784,0.0565999,0.29948
1822,0.4226,0.08452,0.2004,0.0570225,0.341942
1823,0.4814,0.09628,0.1176,0.0575039,0.271384
1824,0.4962,0.09924,0.0296,0.0580001,0.18684
1825,0.4816,0.09632,-0.0292,0.0584817,0.125602
1826,0.4261,0.08522,-0.111,0.0589078,0.0331278
1827,0.369,0.0738,-0.1142,0.0592768,0.0188768
1828,0.2604,0.05208,-0.2172,0.0595372,-0.105583
1829,0.1294,0.02588,-0.262,0.0596666,-0.176453
1830,0.0348,0.00696,-0.1892,0.0597014,-0.122539
1831,-0.1072,-0.02144,-0.284,0.0595942,-0.245846
1832,-0.2443,-0.04886,-0.2742,0.0593499,-0.26371
1833,-0.3128,-0.06256,-0.137,0.0590371,-0.140523
1834,-0.3068,-0.06136,0.012,0.0587303,0.0093703
1835,-0.276,-0.0552,0.0616,0.0584543,0.0648543
1836,-0.2312,-0.04624,0.0896,0.0582231,0.101583
1837,-0.1972,-0.03944,0.068,0.0580259,0.0865859
1838,-0.1448,-0.02896,0.1048,0.0578811,0.133721
1839,-0.0929,-0.01858,0.1038,0.0577882,0.143008
1840,-0.0606,-0.01212,0.0646,0.0577276,0.110208
1841,-0.0195,-0.0039,0.0822,0.0577081,0.136008
1842,0.0122,0.00244,0.0634,0.0577203,0.12356
1843,0.0321,0.00642,0.0398,0.0577524,0.103972
1844,0.0382,0.00764,0.0122,0.0577906,0.0776306
1845,0.0305,0.0061,-0.0154,0.0578211,0.0485211
1846,0.0179,0.00358,-0.0252,0.057839,0.036219
1847,-0.0102,-0.00204,-0.0562,0.0578288,-0.0004112
1848,-0.0481,-0.00962,-0.0758,0.0577807,-0.0276393
1849,-0.1195,-0.0239,-0.1428,0.0576612,-0.109039
1850,0.0166,0.00332,0.2722,0.0576778,0.333198
1851,0.1217,0.02434,0.2102,0.0577995,0.29234
1852,0.1851,0.03702,0.1268,0.0579846,0.221805
1853,0.2578,0.05156,0.1454,0.0582424,0.255202
1854,0.3034,0.06068,0.0912,0.0585458,0.210426
